City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
451,451,Buala,SB,2020-01-05 06:17:00,-8.15,159.59,83.61,79,100,10.58,moderate rain,4.81,0.0
452,452,Victoria,BN,2020-01-05 06:15:17,5.28,115.24,91.4,66,75,3.36,broken clouds,0.0,0.0
453,453,San Fernando,TT,2020-01-05 06:17:01,10.28,-61.46,73.99,88,20,5.06,few clouds,0.0,0.0
454,454,Nanfeng,CN,2020-01-05 06:17:02,27.22,116.52,70.72,65,49,1.95,scattered clouds,0.0,0.0
455,455,Komsomolskiy,RU,2020-01-05 06:17:02,67.55,63.78,22.48,90,100,29.06,light snow,0.0,0.31
456,456,Segovia,ES,2020-01-05 06:15:32,40.95,-4.12,39.0,92,0,2.24,clear sky,0.0,0.0
457,457,Enna,IT,2020-01-05 06:17:02,37.57,14.28,55.0,100,20,5.82,few clouds,0.0,0.0
458,458,Toledo,ES,2020-01-05 06:17:02,39.86,-4.02,43.0,84,0,2.91,clear sky,0.0,0.0
459,459,Lena,US,2020-01-05 06:17:03,42.38,-89.82,26.01,92,90,10.29,mist,0.0,0.0
460,460,Sovetskiy,RU,2020-01-05 06:17:03,56.76,48.47,27.0,95,100,10.69,light snow,0.0,0.13
461,461,Beloha,MG,2020-01-05 06:17:03,-25.17,45.06,84.31,55,11,12.19,few clouds,0.0,0.0
462,462,Tumpat,MY,2020-01-05 06:17:03,6.2,102.17,86.0,66,40,13.87,scattered clouds,0.0,0.0
463,463,Creel,MX,2020-01-05 06:17:03,27.75,-107.63,36.84,45,0,4.34,clear sky,0.0,0.0
464,464,Upington,ZA,2020-01-05 06:17:04,-28.46,21.24,75.2,15,4,10.29,clear sky,0.0,0.0
465,465,Salalah,OM,2020-01-05 06:17:04,17.01,54.1,78.8,65,75,14.99,broken clouds,0.0,0.0
466,466,Naze,NG,2020-01-05 06:17:04,5.43,7.07,68.86,29,17,4.23,few clouds,0.0,0.0
467,467,Karratha,AU,2020-01-05 06:17:04,-20.74,116.85,85.66,66,16,11.72,few clouds,0.0,0.0
468,468,Margate,AU,2020-01-05 06:17:05,-43.03,147.26,69.01,42,5,17.22,clear sky,0.0,0.0
469,469,Matay,EG,2020-01-05 06:17:05,28.42,30.79,43.2,61,0,3.83,clear sky,0.0,0.0
470,470,Sobolevo,RU,2020-01-05 06:17:05,54.43,31.9,27.75,93,9,8.68,clear sky,0.0,0.0
471,471,Puerto Leguizamo,CO,2020-01-05 06:17:05,-0.19,-74.78,72.5,79,84,2.42,broken clouds,0.0,0.0
472,472,Micheweni,TZ,2020-01-05 06:17:05,-4.97,39.83,82.87,78,57,6.58,broken clouds,0.0,0.0
473,473,Westport,US,2020-01-05 06:17:05,41.14,-73.36,42.01,75,90,17.22,light rain,0.0,0.0
474,474,Vila,IT,2020-01-05 06:17:06,45.18,8.4,42.01,92,0,9.17,clear sky,0.0,0.0
475,475,North Bend,US,2020-01-05 06:17:07,43.41,-124.22,46.0,87,90,10.29,light rain,0.0,0.0
476,476,Deep River,CA,2020-01-05 06:17:07,46.1,-77.49,21.99,79,40,8.05,scattered clouds,0.0,0.0
477,477,Nurota,UZ,2020-01-05 06:17:07,40.56,65.69,39.2,93,100,4.7,overcast clouds,0.0,0.0
478,478,Srandakan,ID,2020-01-05 06:17:08,-7.94,110.25,85.06,70,28,12.41,light rain,1.31,0.0
479,479,Yumen,CN,2020-01-05 06:17:08,40.29,97.04,22.68,63,100,12.3,overcast clouds,0.0,0.0
480,480,Goya,AR,2020-01-05 06:17:08,-29.14,-59.27,69.37,67,0,5.26,clear sky,0.0,0.0
481,481,Bilibino,RU,2020-01-05 06:17:08,68.06,166.44,-4.97,56,0,2.26,clear sky,0.0,0.0
482,482,Chifeng,CN,2020-01-05 06:17:08,42.27,118.96,29.66,33,63,5.86,broken clouds,0.0,0.0
483,483,Storforshei,NO,2020-01-05 06:17:09,66.4,14.52,19.0,92,100,4.0,light snow,0.0,0.12
484,484,Meulaboh,ID,2020-01-05 06:17:09,4.14,96.13,82.24,72,3,3.98,clear sky,0.0,0.0
485,485,Blagesti,RO,2020-01-05 06:17:09,46.68,26.65,33.01,90,40,1.74,mist,0.0,0.0
486,486,Lubao,CD,2020-01-05 06:17:09,-5.39,25.75,71.4,95,100,4.43,light rain,2.19,0.0
487,487,Okha,RU,2020-01-05 06:17:09,53.59,142.95,18.41,94,100,22.37,light snow,0.0,1.5
488,488,Anloga,GH,2020-01-05 06:16:06,5.79,0.9,69.8,43,0,10.29,haze,0.0,0.0
489,489,Sukhinichi,RU,2020-01-05 06:17:10,54.1,35.35,30.79,80,100,7.09,overcast clouds,0.0,0.0
490,490,Ridgecrest,US,2020-01-05 06:13:09,35.62,-117.67,48.99,70,1,5.82,clear sky,0.0,0.0
491,491,Tura,RU,2020-01-05 06:17:10,64.27,100.22,4.91,90,100,6.33,overcast clouds,0.0,0.0
492,492,Saint-Augustin,CA,2020-01-05 06:17:10,45.63,-73.98,28.99,92,90,3.36,light snow,0.0,0.0
493,493,Souillac,FR,2020-01-05 06:17:11,45.6,-0.6,35.6,93,0,4.7,clear sky,0.0,0.0
494,494,Alyangula,AU,2020-01-05 06:17:11,-13.85,136.42,89.6,59,55,6.93,light rain,1.06,0.0
495,495,West Odessa,US,2020-01-05 06:17:11,31.84,-102.48,50.0,48,1,10.29,clear sky,0.0,0.0
496,496,Kawalu,ID,2020-01-05 06:17:11,-7.38,108.21,81.82,70,60,5.95,light rain,2.19,0.0
497,497,Peniche,PT,2020-01-05 06:17:11,39.36,-9.38,46.99,87,0,5.82,clear sky,0.0,0.0
498,498,Port Hardy,CA,2020-01-05 06:15:42,50.7,-127.42,39.2,93,75,10.29,broken clouds,0.0,0.0
499,499,Shenjiamen,CN,2020-01-05 06:17:12,29.96,122.3,58.39,76,72,14.29,broken clouds,0.0,0.0
500,500,Henties Bay,,2020-01-05 06:17:12,-22.12,14.28,62.01,93,81,3.38,broken clouds,0.0,0.0
501,501,Mbandaka,CD,2020-01-05 06:17:12,0.05,18.26,72.86,43,100,2.1,overcast clouds,0.0,0.0
502,502,Chapais,CA,2020-01-05 06:17:12,49.78,-74.86,5.0,92,90,5.82,light snow,0.0,0.0
503,503,Soyo,AO,2020-01-05 06:17:13,-6.13,12.37,75.2,94,75,5.75,broken clouds,0.0,0.0
504,504,Camacari,BR,2020-01-05 06:17:13,-12.7,-38.32,78.8,78,75,3.36,broken clouds,0.0,0.0
505,505,Cervo,BR,2020-01-05 06:17:13,-22.19,-46.24,61.65,95,97,1.19,overcast clouds,0.0,0.0
506,506,Maniitsoq,GL,2020-01-05 06:17:13,65.42,-52.9,18.46,89,100,6.82,light snow,0.0,0.69
507,507,Drinovci,HR,2020-01-05 06:17:13,43.85,16.01,50.0,42,33,10.29,scattered clouds,0.0,0.0
508,508,Ladispoli,IT,2020-01-05 06:17:14,41.95,12.07,46.4,100,0,5.82,clear sky,0.0,0.0
509,509,Port Said,EG,2020-01-05 06:17:14,25.34,30.55,45.75,54,0,3.09,clear sky,0.0,0.0
510,510,Sabha,LY,2020-01-05 06:17:14,27.03,14.43,39.9,77,0,3.42,clear sky,0.0,0.0
511,511,Belmonte,PT,2020-01-05 06:17:15,40.36,-7.35,39.0,65,6,3.74,clear sky,0.0,0.0
512,512,Sterling,US,2020-01-05 06:12:45,39.0,-77.4,45.0,60,90,12.75,overcast clouds,0.0,0.0
513,513,Savannah Bight,HN,2020-01-05 06:17:16,16.45,-85.85,79.63,80,2,15.64,light rain,0.69,0.0
514,514,Biak,ID,2020-01-05 06:17:16,-0.91,122.88,78.71,83,100,9.44,moderate rain,7.19,0.0
515,515,Mapastepec,MX,2020-01-05 06:17:16,15.44,-92.9,71.13,57,25,8.84,scattered clouds,0.0,0.0
516,516,Voh,NC,2020-01-05 06:17:16,-20.95,164.69,78.04,75,0,21.94,clear sky,0.0,0.0
517,517,Fairbanks,US,2020-01-05 06:15:02,64.84,-147.72,-17.0,74,75,1.36,broken clouds,0.0,0.0
518,518,Luena,AO,2020-01-05 06:17:17,-11.78,19.91,65.14,94,100,6.98,light rain,0.13,0.0
519,519,Caldas Novas,BR,2020-01-05 06:17:17,-17.75,-48.62,66.45,97,49,6.33,scattered clouds,0.0,0.0
520,520,Bilovec,CZ,2020-01-05 06:17:17,49.76,18.02,34.0,78,20,16.11,few clouds,0.0,0.0
521,521,Tazmalt,DZ,2020-01-05 06:17:17,36.39,4.4,44.6,87,0,17.22,clear sky,0.0,0.0
522,522,Ziro,IN,2020-01-05 06:17:17,27.54,93.82,66.2,93,75,4.7,mist,0.0,0.0
523,523,Juneau,US,2020-01-05 06:14:04,58.3,-134.42,28.0,92,90,4.7,light rain,0.0,0.0
524,524,Kurara,IN,2020-01-05 06:17:18,25.98,79.99,67.01,50,0,6.53,clear sky,0.0,0.0
525,525,Puerto Escondido,MX,2020-01-05 06:17:18,15.86,-97.07,75.2,78,40,5.82,scattered clouds,0.0,0.0
526,526,Lufilufi,WS,2020-01-05 06:17:18,-13.87,-171.6,89.01,70,100,15.99,light rain,0.31,0.0
527,527,Shelburne,CA,2020-01-05 06:15:04,44.08,-80.2,30.0,86,90,9.17,overcast clouds,0.0,0.0
528,528,Powell,US,2020-01-05 06:17:19,40.16,-83.08,34.0,72,90,13.87,overcast clouds,0.0,0.0
529,529,Shimla,IN,2020-01-05 06:17:08,31.1,77.17,51.51,39,57,4.9,broken clouds,0.0,0.0
530,530,Rawson,AR,2020-01-05 06:17:19,-43.3,-65.11,59.16,76,5,19.48,clear sky,0.0,0.0
531,531,Kenora,CA,2020-01-05 06:17:19,49.76,-94.48,24.8,85,90,14.99,overcast clouds,0.0,0.0
532,532,Raudeberg,NO,2020-01-05 06:17:19,61.99,5.14,41.0,93,100,19.46,moderate rain,0.0,0.0
533,533,Charlestown,US,2020-01-05 06:17:20,41.38,-71.64,41.0,93,90,12.75,light rain,0.0,0.0
534,534,Honningsvag,NO,2020-01-05 06:17:20,70.98,25.97,30.22,65,100,33.26,light snow,0.0,1.31
535,535,Srisailam,IN,2020-01-05 06:17:20,16.07,78.87,77.45,66,63,6.53,broken clouds,0.0,0.0
536,536,Evensk,RU,2020-01-05 06:17:20,61.92,159.24,2.08,45,10,2.21,clear sky,0.0,0.0
537,537,Werota,ET,2020-01-05 06:17:20,11.92,37.7,67.98,74,7,8.57,light rain,0.75,0.0
538,538,Egvekinot,RU,2020-01-05 06:17:21,66.32,-179.17,-12.3,68,0,11.99,clear sky,0.0,0.0
539,539,Naqadeh,IR,2020-01-05 06:17:21,36.96,45.39,30.92,64,9,4.09,clear sky,0.0,0.0
540,540,Verkhnyaya Inta,RU,2020-01-05 06:17:21,65.99,60.32,23.56,90,80,27.78,light snow,0.0,0.13
541,541,Cabimas,VE,2020-01-05 06:17:21,10.39,-71.44,78.26,81,0,12.46,clear sky,0.0,0.0
542,542,Abaza,RU,2020-01-05 06:17:22,52.65,90.1,22.55,80,99,5.61,overcast clouds,0.0,0.0
543,543,Bure,NG,2020-01-05 06:17:22,10.52,10.33,55.49,44,20,6.22,few clouds,0.0,0.0
544,544,Chala,TZ,2020-01-05 06:17:22,-7.6,31.27,62.6,88,20,1.99,few clouds,0.0,0.0
545,545,Aykhal,RU,2020-01-05 06:17:22,65.95,111.51,-11.2,83,100,2.24,overcast clouds,0.0,0.0
546,546,Filingue,NE,2020-01-05 06:17:23,14.35,3.32,55.98,30,17,12.41,few clouds,0.0,0.0
547,547,Capaci,IT,2020-01-05 06:17:23,38.17,13.24,59.0,72,75,11.41,broken clouds,0.0,0.0
548,548,Grand Gaube,MU,2020-01-05 06:17:23,-20.01,57.66,78.01,94,75,6.93,broken clouds,0.0,0.0
549,549,Cabedelo,BR,2020-01-05 06:17:23,-6.97,-34.84,75.2,94,20,4.7,few clouds,0.0,0.0
550,550,Anito,PH,2020-01-05 06:17:24,12.45,125.29,81.09,78,99,26.87,light rain,1.37,0.0
551,551,Auki,NG,2020-01-05 06:17:24,12.18,6.51,59.47,28,98,17.58,overcast clouds,0.0,0.0
552,552,Oistins,BB,2020-01-05 06:17:24,13.07,-59.53,77.0,78,20,6.93,few clouds,0.0,0.0
553,553,Sinnamary,GF,2020-01-05 06:17:24,5.38,-52.96,79.05,80,52,13.58,light rain,0.31,0.0
